TCGA-VQ-A94P TCGA-VQ-A94P TCGA-VQ-A94P
12.0082 0.3688 0.4172
0.0 0.25655 0.2344
0.0 0.482 0.58365
14.6277 0.335 0.3858
3.8172 0.635 0.8583
6.7507 0.4917 0.3549
8.3926 0.2005 0.0612
10.999 0.56705 0.5094
11.6395 0.6509 0.935
3.6437 0.5073 0.833
3.0612 0.8852 0.4431
7.7737 0.30645 0.6132
12.67 0.5191 0.7095
0.0 0.6966 0.861
0.0 0.6987 0.9177
9.9158 0.0241 0.3161
7.9574 0.3317 0.8521
0.9695 0.4446 0.6481
3.6801 0.0343 0.3846
2.452 0.57345 0.8422
14.9372 0.7437 0.34925
8.0315 0.4022 0.4098
10.8534 0.7581 0.8156
10.0566 0.5481 0.72005
10.9625 0.2073 0.44445
2.6113 0.28895 0.5813
0 0.414 0.2666
0.0 0.422 0.7542
3.4036 0.533 0.66095
0.0 0.3065 0.0295
2.452 0.8527 0.4203
11.3419 0.5418 0.5294
1.83 0.61335 0.3869
11.0073 0.72225 0.6387
4.3788 0.4256 0.404
1.3769 0.37725 0.2343
8.6538 0.2807 0.45295
1.6942 0.2926 0.3358
6.6805 0.2608 0.5286
5.6121 0.19705 0.362
10.9917 0.0379 0.3436
8.7704 0.031 0.25175
3.2833 0.5034 0.5293
5.9167 0.6172 0.3769
12.2745 0.232 0.4294
1.5442 0.59425 0.25735
9.6556 0.3812 0.3961
0.3999 0.06155 0.689
2.8215 0.4665 0.5451
2.6848 0.1315 0.325
6.2491 0.3983 0.4749
10.113 0.5447 0.5492
0.7126 0.7153 0.7448
9.6204 0.25015 0.43835
4.1642 0.0443 0.59505
3.4882 0.04865 0.14375
10.1821 0.33455 0.3479
8.0208 0.50665 0.53375
5.0136 0.5424 0.5045
7.4934 0.4742 0.74465
6.3876 0.4378 0.8366
5.262 0.4107 0.68815
12.0268 0.3115 0.1989
0.0 0.5548 0.3259
3.7157 0.5568 0.3351
12.1936 0.2638 0.48895
7.9007 0.5608 0.4869
7.5584 0.2316 0.33745
8.4932 0.3476 0.7903
9.2812 0.3122 0.4742
9.2178 0.8121 0.126
0.9695 0.70545 0.3633
2.0684 0.06405 0.37565
6.5191 0.0213 0.45335
6.3372 0.2519 0.07085
9.8835 0.0756 0.6244
1.83 0.7453 0.36695
6.3143 0.3031 0.6514
5.262 0.4869 0.0738
6.6579 0.311 0.39315
8.8354 0.2981 0.30645
7.0299 0.167 0.756
8.5861 0.5064 0.5368
7.8295 0.3681 0.0547
1.1876 0.0655 0.11435
7.7201 0.4985 0.0428
4.9101 0.20695 0.4809
8.283 0.32595 0.4665
4.8475 0.49565 0.65945
6.3258 0.51825 0.3899
8.5521 0.24495 0.7854
3.8812 0.7144 0.6248
0.3999 0.8771 0.5607
2.8215 0.7085 0.6048
TCGA-VQ-A925 TCGA-VQ-A925 TCGA-VQ-A925
3.6365 0.1188 0.37915
4.5937 0.276 0.8736
7.8658 0.25035 0.3451
4.952 0.4626 0.2292
4.2458 0.04115 0.78485
15.2168 0.4406 0.6498
3.6677 0.0614 0.3788
0.0 0.0631 0.045
2.4929 0.6758 0.8953
12.184 0.18635 0.9126
9.3343 0.0499 0.31435
1.9983 0.0447 0.38715
6.5055 0.0314 0.8234
6.4025 0.4811 0.0593
7.9682 0.0903 0.5334
0.3474 0.6371 0.9274
7.9413 0.2825 0.8974
0.3474 0.0268 0.1538
4.6881 0.5038 0.062
6.7182 0.26175 0.29265
15.154 0.2908 0.701
0.3474 0.3246 0.3959
2.7481 0.7014 0.3104
12.5498 0.26335 0.53985
4.9003 0.0409 0.53995
6.2764 0.0257 0.50055
7.8352 0.2598 0.7748
15.3664 0.21755 0.3243
8.6396 0.0399 0.42385
1.6904 0.2222 0.23855
12.8097 0.2935 0.177
8.0857 0.1306 0.8811
13.5622 0.3631 0.7677
1.8964 0.0458 0.0709
5.142 0.0438 0.76985
0.0 0.6914 0.3786
7.5446 0.2621 0.0712
4.093 0.0249 0.6901
4.2037 0.0907 0.61345
12.0358 0.1267 0.63445
5.3197 0.32185 0.7511
0.3474 0.4591 0.6001
0.8615 0.8565 0.6772
16.7655 0.35335 0.6236
7.9946 0.0352 0.6225
6.8016 0.8799 0.8872
13.2546 0.32505 0.85425
7.1776 0.0341 0.41405
6.6455 0.0692 0.0705
6.1929 0.0351 0.5544
7.3079 0.3041 0.6741
3.5449 0.10745 0.0185
7.0471 0.3907 0.78345
10.1743 0.266 0.9012
0.3474 0.6332 0.8923
7.5234 0.3086 0.7341
7.7862 0.04485 0.4409
15.2189 0.0891 0.7006
0.6272 0.5418 0.6038
0.0 0.4696 0.2524
9.0808 0.3981 0.57755
4.9771 0.2944 0.5201
3.5385 0.0543 0.49405
9.4729 0.077 0.131
7.5634 0.2079 0.1049
3.5719 0.2876 0.4205
15.3863 0.3292 0.2417
0.3474 0.5808 0.8246
13.2139 0.6459 0.4123
7.7791 0.4143 0.6254
7.6383 0.0375 0.3345
7.4032 0.0243 0.82035
7.4954 0.40765 0.33775
16.4041 0.2934 0.457
8.016 0.0299 0.8357
5.387 0.7095 0.3823
11.4981 0.23925 0.7529
12.3006 0.0344 0.8876
12.0705 0.2663 0.2438
0.3474 0.6542 0.0212
4.0698 0.03945 0.71875
10.1922 0.06125 0.05775
7.0171 0.0397 0.4213
7.7791 0.3535 0.6154
15.2161 0.3591 0.6836
12.2912 0.4194 0.3097
0.8615 0.896 0.69295
4.1158 0.7265 0.4236
7.0706 0.039 0.1626
5.0382 0.863 0.7183
6.0697 0.2 0.733
10.2735 0.26975 0.8027
2.8054 0.6859 0.4737
12.2485 0.5023 0.5906
8.4782 0.05755 0.0281
6.7144 0.2461 0.6035
6.1822 0.046 0.82925
7.7933 0.44715 0.1853
8.6435 0.02015 0.0691
6.0039 0.03485 0.23655
7.3846 0.0242 0.381
6.2713 0.4541 0.7473
5.7281 0.0925 0.3255
4.5271 0.2899 0.078
6.2865 0.04145 0.6545
0.6272 0.2214 0.2221
7.1992 0.0628 0.30705
3.8693 0.3857 0.36975
6.9771 0.0191 0.3905
4.1823 0.02915 0.3367
8.4616 0.12415 0.9616
5.4512 0.59175 0.5803
9.1067 0.0574 0.0449
9.6574 0.05345 0.5725
9.0284 0.0334 0.4447
8.2222 0.0204 0.0303
11.2356 0.01865 0.0529
0.0 0.1792 0.1573
6.4164 0.3394 0.3083
15.6558 0.2252 0.2536
10.2761 0.67235 0.9749
6.9833 0.0497 0.7628
8.2726 0.12525 0.04745
15.2354 0.23125 0.2361
13.7387 0.5839 0.9685
9.3507 0.42525 0.8862
1.6683 0.9282 0.0563
9.1335 0.0429 0.8568
8.1043 0.32075 0.5908
5.387 0.5081 0.8682
1.8339 0.743 0.9361
10.5357 0.02465 0.0553
10.0126 0.1528 0.8206
4.3457 0.4112 0.8527
13.7006 0.0306 0.4691
11.9138 0.18185 0.8788
15.1313 0.4182 0.2476
7.4194 0.0401 0.086
13.2458 0.666 0.705
8.6178 0.0532 0.5532
11.3537 0.0848 0.2224
4.7624 0.05555 0.6006
0 0.1535 0.1231
0.0 0.3114 0.5008
9.3252 0.43695 0.60185
0.0 0.3943 0.1257
0.0 0.6774 0.1916
10.663 0.0185 0.5254
4.2663 0.2736 0.5496
13.3496 0.3346 0.7259
9.9713 0.3278 0.5219
2.4213 0.22625 0.7946
8.6562 0.0259 0.19205
7.3963 0.0714 0.1924
6.9708 0.0329 0.3338
5.0304 0.03045 0.0935
11.1636 0.0637 0.2751
6.5523 0.051 0.35325
6.4117 0.0446 0.0189
5.6044 0.09785 0.0622
12.8119 0.0469 0.0898
7.8248 0.38665 0.31655
10.0289 0.0608 0.2552
0.8615 0.19205 0.82905
2.0934 0.0594 0.634
3.0621 0.0324 0.2693
9.4444 0.2819 0.275
2.7481 0.3465 0.29895
1.063 0.8811 0.82405
7.8759 0.0347 0.62455
3.7283 0.0406 0.6908
11.7217 0.04695 0.088
9.1454 0.0465 0.0396
6.6297 0.0309 0.71695
1.2397 0.3756 0.523
6.3457 0.0238 0.75595
5.6284 0.08615 0.7994
0.0 0.13145 0.6367
12.5588 0.26765 0.1048
0.8615 0.0518 0.4425
9.0148 0.6101 0.26865
10.552 0.0368 0.22095
7.3196 0.03165 0.0614
8.5355 0.2058 0.2474
8.3188 0.16655 0.8685
12.0267 0.5404 0.3496
7.5277 0.652 0.0978
12.2401 0.85605 0.19805
10.5444 0.06045 0.5652
7.8675 0.0195 0.72425
4.7331 0.0358 0.0764
9.9175 0.0396 0.4944
2.4929 0.6998 0.62145
5.2283 0.0204 0.8468
8.0505 0.2832 0.0441
10.1252 0.05 0.1054
8.9519 0.06685 0.04025
4.7768 0.0323 0.8831
7.6383 0.04935 0.6135
8.6455 0.0316 0.489
8.546 0.0691 0.07635
6.8086 0.1296 0.0556
7.8726 0.1029 0.5788
5.9854 0.34715 0.5764
4.7768 0.0621 0.8657
4.6258 0.2184 0.24065
6.2353 0.04985 0.875
10.2456 0.2937 0.8873
10.537 0.546 0.7868
3.7576 0.475 0.5535
TCGA-VQ-A927 TCGA-VQ-A927 TCGA-VQ-A927
5.4768 0.2054 0.6518
12.1542 0.6106 0.8367
9.9912 0.40035 0.5007
4.0485 0.2793 0.3784
9.2154 0.15935 0.7907
16.7038 0.4773 0.61575
1.4734 0.4485 0.8021
0.5303 0.0889 0.1527
8.7751 0.7253 0.9155
13.0172 0.72695 0.8948
4.4514 0.0698 0.3878
0.5303 0.1967 0.6063
2.8518 0.03595 0.29665
9.0572 0.555 0.07695
9.5591 0.3256 0.6277
0.9172 0.5844 0.9032
8.852 0.4402 0.8862
0.5303 0.10625 0.3283
7.1523 0.25915 0.13275
11.9136 0.245 0.346
13.6155 0.3456 0.73275
0.0 0.3075 0.7366
3.0962 0.764 0.7029
13.4953 0.4464 0.75445
4.9221 0.2203 0.4161
6.5991 0.133 0.6958
7.6016 0.1913 0.70635
15.3146 0.47835 0.48365
6.8194 0.0401 0.43245
1.5031 0.1349 0.431
9.4644 0.44025 0.3426
11.2645 0.217 0.8399
13.1527 0.59385 0.7323
0.5303 0.3092 0.1244
3.8846 0.1775 0.78785
2.4441 0.276 0.2355
5.3877 0.5058 0.3116
5.3723 0.2614 0.6748
6.401 0.1483 0.17605
10.7601 0.4272 0.7425
8.1382 0.54935 0.7388
1.4734 0.5785 0.792
1.8739 0.7676 0.8372
14.9354 0.55075 0.7951
8.0491 0.0774 0.71205
5.1008 0.8777 0.8272
10.5751 0.5378 0.8593
4.8572 0.07645 0.6894
5.0436 0.0616 0.0453
7.3354 0.09085 0.53485
10.2085 0.367 0.7221
3.3051 0.2861 0.3724
9.0952 0.55465 0.74075
11.441 0.591 0.8981
0.5303 0.71015 0.8855
4.6431 0.4601 0.7168
7.3733 0.40985 0.52
15.0551 0.1108 0.6545
0.0 0.3877 0.3444
5.6139 0.2264 0.1877
5.2087 0.22965 0.44555
5.3723 0.1458 0.6301
3.5436 0.128 0.61975
1.2219 0.0941 0.2071
6.9599 0.1911 0.13455
13.3386 0.4201 0.76
16.967 0.4075 0.3691
4.1602 0.8362 0.7002
17.0925 0.75 0.4182
5.341 0.0498 0.71895
7.1568 0.2796 0.7544
7.4884 0.2393 0.7083
7.8661 0.22385 0.4626
17.4427 0.4988 0.4753
7.9014 0.1729 0.7596
0.0 0.55765 0.7753
11.812 0.41275 0.7021
6.189 0.1038 0.9079
10.5393 0.3716 0.4057
0.5303 0.79885 0.0481
4.0092 0.104 0.46105
3.4876 0.09105 0.22795
9.0822 0.18615 0.46305
11.5031 0.41175 0.57975
15.2091 0.4992 0.5275
14.0379 0.8096 0.4738
9.7235 0.5571 0.78315
4.2969 0.2385 0.65
3.8671 0.1467 0.2155
7.7066 0.7316 0.7575
5.7864 0.5053 0.6121
11.8756 0.37695 0.7824
10.2473 0.4998 0.7416
8.8957 0.3819 0.4021
5.7271 0.2185 0.2875
9.3556 0.3468 0.5414
3.6495 0.0736 0.76315
8.0611 0.24455 0.0942
5.3568 0.02725 0.0752
6.4161 0.03315 0.2783
9.2229 0.053 0.6743
4.2302 0.3439 0.3328
0.9172 0.124 0.5021
4.2302 0.5728 0.0741
2.187 0.174 0.743
14.4458 0.7506 0.5981
7.1478 0.2413 0.411
0.0 0.194 0.3142
8.4591 0.1976 0.5005
4.0092 0.1649 0.5431
6.9181 0.189 0.8231
10.7549 0.6174 0.7616
9.4561 0.06335 0.0628
8.1106 0.3448 0.27
7.9411 0.30965 0.457
8.2686 0.0236 0.0351
11.1049 0.0217 0.0515
0.5303 0.46055 0.3967
5.5741 0.502 0.5857
15.9428 0.4888 0.4864
3.1692 0.7445 0.9743
6.189 0.2592 0.8013
6.9021 0.23415 0.19225
14.7889 0.52985 0.5207
17.2868 0.38945 0.8211
10.1412 0.4435 0.8322
2.8518 0.8902 0.0605
7.1613 0.1589 0.8714
14.1121 0.4771 0.7525
10.264 0.4718 0.8854
3.7482 0.7654 0.9297
10.2985 0.02455 0.1057
9.2725 0.5993 0.7534
5.8655 0.5935 0.8244
13.9303 0.0362 0.4287
10.0612 0.56975 0.8312
15.5961 0.8541 0.37075
6.307 0.0618 0.0747
12.804 0.73485 0.6731
9.6125 0.0762 0.66265
10.1303 0.2282 0.3562
4.1956 0.2054 0.7652
0 0.5439 0.5965
0.0 0.5497 0.6727
10.5009 0.52755 0.5472
0.0 0.6012 0.219
8.6969 0.9146 0.5395
9.9906 0.0223 0.4939
6.4311 0.51125 0.6221
13.4878 0.8462 0.6479
6.5175 0.4756 0.5007
3.1692 0.44835 0.6176
7.9147 0.0445 0.46825
1.8739 0.0785 0.2996
6.8363 0.2086 0.5369
2.6704 0.12285 0.2136
11.1428 0.0653 0.5916
8.4259 0.0488 0.68255
5.9088 0.052 0.0258
6.3548 0.3858 0.1965
12.2632 0.0704 0.3215
5.6653 0.7517 0.3631
10.3107 0.292 0.407
1.4734 0.2596 0.8717
4.7659 0.2008 0.5581
3.5975 0.1102 0.36
7.9669 0.3494 0.5336
3.6495 0.2827 0.57925
2.0389 0.8781 0.83415
8.5039 0.08945 0.75015
2.7601 0.1871 0.33355
10.6519 0.0551 0.1144
9.0231 0.11735 0.0512
7.2054 0.0969 0.52855
0.9172 0.2745 0.3174
7.0253 0.0743 0.57975
4.5088 0.2045 0.83295
0.9172 0.3772 0.8072
12.5089 0.05545 0.1013
0.0 0.3277 0.28675
0.0 0.7261 0.4187
11.1541 0.2725 0.3664
6.4311 0.1823 0.1367
8.8212 0.4822 0.40065
7.618 0.36695 0.8135
13.6825 0.6429 0.6727
8.8112 0.577 0.3089
5.9404 0.79585 0.3409
10.6212 0.07075 0.3028
8.8822 0.0178 0.8334
3.8406 0.2947 0.0807
10.2562 0.1365 0.5919
0.0 0.6225 0.53455
5.8094 0.0237 0.8294
12.1798 0.4788 0.0343
6.4821 0.1839 0.2151
8.1382 0.0977 0.0415
1.4734 0.0828 0.8096
8.7969 0.2735 0.40135
3.0962 0.0587 0.1582
8.824 0.0792 0.1232
7.0154 0.2246 0.0722
6.5035 0.25675 0.3992
7.8634 0.17455 0.7436
4.7893 0.24465 0.7824
5.6527 0.22975 0.3223
6.2408 0.08975 0.9003
10.3077 0.6584 0.8491
6.6318 0.80005 0.6907
8.9819 0.40725 0.357
TCGA-BR-8592 TCGA-BR-8592 TCGA-BR-8592
6.6238 0.4325 0.7396
10.4073 0.63975 0.87625
9.28 0.46405 0.58915
5.7713 0.374 0.6124
9.3538 0.0691 0.8868
9.6533 0.5946 0.86825
1.2969 0.4012 0.8583
0.0 0.2892 0.2364
1.4586 0.8275 0.9428
12.2182 0.6918 0.8996
6.8076 0.3699 0.5597
2.3447 0.0573 0.7293
4.8854 0.23215 0.49135
8.0097 0.7564 0.1169
10.9635 0.3175 0.6851
4.9136 0.6635 0.9575
1.4586 0.5756 0.8872
0.0 0.2482 0.40185
7.0804 0.26155 0.04275
8.0015 0.42485 0.4955
11.7845 0.4427 0.82065
2.3447 0.4871 0.7655
6.2291 0.792 0.7546
11.0655 0.74175 0.63785
7.7707 0.4018 0.6153
10.5627 0.08085 0.72355
11.8903 0.3811 0.68995
9.4241 0.83855 0.86025
2.5014 0.0423 0.557
1.6219 0.3689 0.6495
8.1987 0.5455 0.5082
5.7942 0.32865 0.9137
11.7425 0.68795 0.72255
1.736 0.4145 0.2204
5.6676 0.2656 0.831
4.8567 0.40365 0.353
4.6378 0.67355 0.2394
6.1778 0.0846 0.6485
6.8665 0.2041 0.33745
8.2984 0.6199 0.8242
10.3671 0.6783 0.739
1.9686 0.64495 0.797
1.1148 0.8169 0.751
11.5643 0.85955 0.8139
10.211 0.5436 0.84365
7.156 0.9312 0.8751
6.2291 0.6918 0.86265
8.0499 0.13875 0.83235
9.861 0.0745 0.154
9.3271 0.3697 0.5465
10.0282 0.2626 0.7573
3.1952 0.2754 0.0645
6.2178 0.6771 0.8129
8.3573 0.7473 0.9469
3.9874 0.7357 0.9449
1.604 0.5551 0.6988
9.5291 0.4762 0.6565
15.1028 0.3757 0.7909
0.0 0.4742 0.3733
1.1148 0.3032 0.2027
4.9275 0.3292 0.5185
5.779 0.3609 0.5483
5.684 0.48075 0.775
0.0 0.1153 0.2924
7.8603 0.4324 0.2755
11.2215 0.5844 0.8517
10.3492 0.6435 0.6373
6.3055 0.8818 0.6454
8.9987 0.6842 0.7765
6.1951 0.1241 0.7764
8.389 0.2063 0.8268
7.4461 0.4137 0.74175
11.2269 0.0688 0.5274
11.7958 0.8064 0.8452
8.7741 0.0369 0.8954
0.0 0.8736 0.786
4.9412 0.60435 0.7444
6.5404 0.2469 0.928
12.1742 0.64085 0.6428
0.3689 0.88655 0.0472
5.9036 0.1277 0.62585
0.9063 0.25155 0.3944
10.5158 0.5099 0.70575
10.3375 0.5985 0.65225
7.2639 0.6707 0.7984
10.4325 0.906 0.51135
2.5014 0.8745 0.7284
6.3214 0.4836 0.6386
7.3385 0.11365 0.3004
6.8665 0.8345 0.8102
7.9632 0.4277 0.6851
10.5845 0.5758 0.8187
7.9292 0.6939 0.816
7.5349 0.4154 0.5536
10.047 0.40465 0.3974
7.1967 0.7076 0.8417
3.2404 0.38035 0.7944
9.084 0.4112 0.1405
6.8737 0.5586 0.5197
6.947 0.06585 0.2782
11.2447 0.0725 0.6276
10.7398 0.4545 0.5116
1.1148 0.22765 0.5362
6.0503 0.6739 0.153
3.7267 0.3969 0.8176
8.7103 0.7138 0.6686
7.8711 0.21985 0.4329
2.3447 0.4417 0.4907
7.7297 0.3775 0.6292
5.109 0.0347 0.6942
6.6575 0.39615 0.5966
10.0866 0.74345 0.8567
6.9807 0.1697 0.1797
8.3038 0.63425 0.5567
9.2354 0.06035 0.4886
7.0679 0.4766 0.6597
10.8843 0.5774 0.631
0.0 0.47485 0.5062
0.9063 0.703 0.67365
12.1964 0.7801 0.8759
2.7714 0.7815 0.9722
7.5167 0.5222 0.8162
7.7936 0.3578 0.14155
7.7803 0.73075 0.6089
15.3231 0.65325 0.9091
3.1486 0.62335 0.8974
2.0722 0.9111 0.1277
9.1536 0.34535 0.8491
13.589 0.8207 0.8647
8.6972 0.5182 0.9129
3.1952 0.7554 0.9363
9.9682 0.0293 0.2342
8.8444 0.6494 0.8763
2.0722 0.7239 0.8929
10.6695 0.0333 0.5083
9.9117 0.6126 0.9012
11.5489 0.924 0.6688
9.8364 0.5238 0.4755
9.3042 0.67625 0.747
10.2432 0.3865 0.67105
2.4252 0.5116 0.62995
7.2612 0.0888 0.7721
0 0.6274 0.4891
0.0 0.764 0.8539
10.9651 0.68345 0.6786
0.0 0.6323 0.3733
7.2721 0.9288 0.553
10.8389 0.0559 0.6708
2.1689 0.81755 0.6224
8.5185 0.57135 0.6188
7.2474 0.5109 0.5341
0.0 0.6125 0.6463
8.6309 0.0851 0.55025
0.9063 0.2124 0.369
9.3622 0.3459 0.569
4.8353 0.2878 0.3011
10.3033 0.0453 0.8056
8.1391 0.0855 0.79875
5.0271 0.497 0.4494
7.8421 0.2539 0.0631
11.3726 0.3753 0.7298
0.0 0.76435 0.3464
13.4186 0.4163 0.4184
3.5223 0.24565 0.93525
4.7514 0.2674 0.5699
8.4176 0.3563 0.4883
4.2308 0.6583 0.7055
12.424 0.4537 0.7196
10.8283 0.7515 0.8836
11.1398 0.0513 0.6933
4.9275 0.1907 0.50505
2.9453 0.1415 0.25265
9.9559 0.5669 0.5994
6.974 0.33625 0.6556
1.4586 0.4131 0.5095
8.0905 0.1982 0.61395
0.0 0.17585 0.83645
1.857 0.50665 0.84095
12.5369 0.1399 0.1554
0.0 0.42755 0.4276
2.5738 0.8036 0.56815
13.8755 0.3828 0.52355
8.1598 0.38775 0.2836
7.5707 0.8058 0.5402
8.9227 0.49275 0.7812
4.8854 0.6539 0.6983
8.4813 0.7386 0.6404
8.5658 0.8529 0.44175
6.7617 0.14775 0.4021
9.0271 0.1133 0.84835
9.0036 0.0599 0.067
12.6379 0.3581 0.5335
5.6085 0.7903 0.58805
8.9536 0.0622 0.9004
6.9126 0.8211 0.0344
5.9106 0.3282 0.37825
10.1179 0.5461 0.58155
2.8317 0.093 0.7464
8.473 0.3857 0.46755
10.9833 0.5068 0.3423
9.7301 0.2459 0.20045
7.8049 0.4937 0.2036
7.6057 0.4005 0.4829
9.0424 0.0364 0.8494
7.8012 0.43105 0.8445
7.0426 0.27665 0.4244
6.5494 0.4556 0.9299
7.3202 0.7274 0.8641
2.5738 0.85685 0.7615
3.4853 0.70025 0.5383
TCGA-IN-AB1V TCGA-IN-AB1V TCGA-IN-AB1V
5.914 0.0442 0.4966
4.0553 0.4752 0.84915
0.486 0.42545 0.496
4.8602 0.2725 0.4044
6.8677 0.048 0.80785
7.4666 0.377 0.8249
2.3238 0.6738 0.7835
0.486 0.0379 0.0479
5.6633 0.8351 0.9281
6.1601 0.67395 0.5115
6.2311 0.0488 0.5545
0.486 0.0352 0.5561
7.1087 0.0343 0.79585
3.6109 0.6359 0.04155
8.7935 0.411 0.4698
15.5208 0.3391 0.7272
11.5646 0.4066 0.5743
1.1387 0.0522 0.0814
5.5568 0.1288 0.0462
10.8774 0.4074 0.4832
16.7217 0.375 0.6931
0.486 0.0435 0.5049
2.8298 0.47885 0.6144
10.299 0.5268 0.77105
4.0201 0.02915 0.47835
3.6109 0.0228 0.48275
7.4469 0.23 0.6277
13.0155 0.53815 0.59275
7.3115 0.0368 0.5604
4.0636 0.0302 0.41865
8.6238 0.3332 0.5824
7.8006 0.17835 0.7596
10.31 0.6761 0.73255
0.0 0.3364 0.072
2.0721 0.0495 0.5803
5.029 0.0538 0.1722
0.486 0.5414 0.1307
1.9277 0.0282 0.6976
5.7941 0.0337 0.071
7.1377 0.4474 0.64395
1.1387 0.5517 0.452
1.5865 0.6108 0.6281
12.52 0.5569 0.6483
13.9752 0.66135 0.8008
10.1988 0.0328 0.6613
3.4615 0.9087 0.8207
10.417 0.4759 0.8903
10.2232 0.03185 0.6813
8.8559 0.0747 0.0489
7.3184 0.03265 0.44535
7.8686 0.0749 0.5208
2.6342 0.15975 0.0247
8.4227 0.5333 0.7148
4.0896 0.6404 0.8213
0.849 0.6536 0.9064
11.4798 0.3823 0.6427
10.2115 0.03885 0.453
11.1813 0.1547 0.5211
1.1387 0.1172 0.1847
0.0 0.2932 0.1556
9.5801 0.0571 0.4532
1.5865 0.0479 0.4828
3.7463 0.04275 0.6798
8.0258 0.0797 0.3353
8.4658 0.0393 0.05505
5.3314 0.3636 0.5669
13.7862 0.5602 0.5416
3.4615 0.7711 0.6684
10.2467 0.8489 0.4089
8.3712 0.0615 0.5397
6.9955 0.0494 0.7384
5.6633 0.0298 0.79705
7.946 0.22135 0.3868
7.6505 0.6089 0.7729
11.1294 0.0267 0.5896
17.7625 0.4816 0.4171
14.4518 0.36425 0.7545
10.5513 0.1203 0.9112
9.838 0.3957 0.4023
2.4349 0.6871 0.2568
5.415 0.04295 0.52695
8.7007 0.0597 0.07015
6.6775 0.0352 0.43445
8.4966 0.5768 0.6419
11.949 0.6696 0.8639
10.5374 0.628 0.44285
6.2464 0.80755 0.7008
9.2035 0.4688 0.559
5.976 0.05575 0.1217
0.849 0.5751 0.6072
5.5445 0.3285 0.3382
4.8199 0.39115 0.7414
3.0376 0.6735 0.5021
3.5628 0.4959 0.6135
9.2488 0.03505 0.0267
4.6461 0.4158 0.8175
4.5506 0.0752 0.5825
7.1295 0.23205 0.0602
6.051 0.02065 0.062
6.3843 0.03715 0.2478
7.3651 0.0539 0.6154
6.6316 0.1358 0.535
3.4615 0.22205 0.3913
5.6287 0.4495 0.0841
5.415 0.04405 0.8664
7.7152 0.7353 0.6053
8.1772 0.0701 0.3468
5.7941 0.1118 0.31225
6.8478 0.3012 0.3722
1.7671 0.35915 0.4082
4.5258 0.26845 0.3207
6.1191 0.6434 0.8461
12.1248 0.06115 0.0512
5.7731 0.0518 0.261
8.6163 0.02795 0.3523
8.2205 0.02565 0.0371
11.4511 0.0234 0.0522
13.8941 0.43965 0.4018
13.1332 0.4334 0.44205
14.542 0.36115 0.626
10.3154 0.54875 0.6206
6.4386 0.0616 0.8864
10.7654 0.1613 0.05095
14.4917 0.42555 0.4383
14.1297 0.6165 0.9458
2.3238 0.4555 0.6046
1.1387 0.8613 0.0332
12.1512 0.04215 0.9045
10.6525 0.6315 0.8334
7.5615 0.5046 0.7608
0.0 0.5286 0.8717
9.7107 0.02555 0.2731
8.6498 0.2813 0.7579
15.5111 0.3772 0.6791
13.9112 0.0326 0.533
7.5085 0.43585 0.8751
13.3874 0.78 0.5122
7.5368 0.071 0.0932
15.4464 0.67165 0.6656
6.5227 0.0641 0.63535
10.0681 0.112 0.4268
4.7137 0.0435 0.6843
0 0.42 0.1897
0.0 0.4977 0.8902
4.9749 0.5962 0.63475
0.0 0.5331 0.1345
1.5865 0.9127 0.4106
10.0486 0.0186 0.5247
11.8443 0.38355 0.4392
11.9097 0.8749 0.3665
10.9651 0.3007 0.3758
0.486 0.39405 0.267
10.4786 0.0265 0.414
16.7702 0.1191 0.295
7.2821 0.055 0.5083
2.4986 0.3498 0.1623
10.3236 0.0753 0.823
9.9422 0.0454 0.7668
5.6747 0.0584 0.0208
6.5476 0.35935 0.0579
10.8146 0.0554 0.6203
14.1411 0.62445 0.32145
10.1225 0.0639 0.2492
3.2949 0.04055 0.7646
1.9277 0.0364 0.5935
6.2765 0.025 0.409
8.495 0.3654 0.5231
5.2612 0.3626 0.30535
1.1387 0.875 0.79085
7.6155 0.03235 0.73305
6.9448 0.0412 0.4627
12.2134 0.0654 0.0664
9.246 0.06405 0.0524
5.3314 0.03375 0.5553
0.0 0.4898 0.45065
6.649 0.4783 0.69585
5.6971 0.06335 0.7502
0.0 0.08325 0.71215
12.738 0.1822 0.1242
0.0 0.38985 0.34075
8.6641 0.5673 0.3064
11.6151 0.0632 0.3175
9.7072 0.0457 0.0559
8.628 0.218 0.3499
8.709 0.4034 0.542
8.3429 0.652 0.4406
10.3858 0.5414 0.3825
0.486 0.74455 0.3829
10.8222 0.06195 0.3819
7.6902 0.4079 0.6436
5.7625 0.0208 0.0561
11.3954 0.0334 0.5377
4.2501 0.7865 0.61785
5.5568 0.0179 0.8366
12.0163 0.3783 0.038
6.8276 0.1407 0.2969
10.0371 0.0663 0.04475
0.486 0.0284 0.6151
7.271 0.04295 0.2678
9.2564 0.0323 0.2125
3.7887 0.0605 0.21805
6.4049 0.4613 0.0873
5.5321 0.0848 0.4884
6.4909 0.15745 0.7465
5.8652 0.08245 0.8437
6.649 0.0531 0.29135
3.87 0.04235 0.8731
8.114 0.6141 0.8347
2.9655 0.821 0.668
1.9277 0.55825 0.4289
TCGA-VQ-AA6F TCGA-VQ-AA6F TCGA-VQ-AA6F
6.9079 0.1152 0.7459
1.5387 0.5852 0.82275
4.8866 0.44325 0.44745
5.9609 0.0983 0.4462
